empresa_id,nombre,emisiones_netas,regulacion_id,costo_impuesto,cumple_normativa
EMP014442,Empresa_14442,972.32,REG009011,0.0,1
EMP014443,Empresa_14443,2870.52,REG006127,31405.28,0
EMP014444,Empresa_14444,9015.92,REG006127,134832.37,0
EMP014445,Empresa_14445,13423.82,REG029620,270291.84,0
EMP014446,Empresa_14446,11623.66,REG004617,153495.41,0
EMP014447,Empresa_14447,1025.62,REG004617,353.74,0
EMP014448,Empresa_14448,14111.03,REG007043,318185.52,0
EMP014449,Empresa_14449,9756.61,REG024160,349981.72,0
EMP014450,Empresa_14450,15382.31,REG004617,207807.91,0
EMP014451,Empresa_14451,18091.46,REG007333,681216.97,0
EMP014452,Empresa_14452,7458.53,REG007333,257388.38,0
EMP014453,Empresa_14453,-2346.09,REG007043,0.0,1
EMP014454,Empresa_14454,560.29,REG029620,0.0,1
EMP014455,Empresa_14455,11034.19,REG026381,358972.15,0
EMP014456,Empresa_14456,-4483.64,REG004617,0.0,1
EMP014457,Empresa_14457,14987.95,REG007333,557511.06,0
EMP014458,Empresa_14458,14132.28,REG009011,173736.76,0
EMP014459,Empresa_14459,2170.57,REG024888,48054.36,0
EMP014460,Empresa_14460,5346.91,REG006127,73082.93,0
EMP014461,Empresa_14461,1580.59,REG009011,7677.9,0
EMP014462,Empresa_14462,8455.63,REG026381,266711.28,0
EMP014463,Empresa_14463,7418.79,REG009011,84917.28,0
EMP014464,Empresa_14464,9940.04,REG008575,102571.03,0
EMP014465,Empresa_14465,4521.51,REG007333,140318.76,0
EMP014466,Empresa_14466,7429.57,REG007043,156026.49,0
EMP014467,Empresa_14467,12971.94,REG008575,137437.88,0
EMP014468,Empresa_14468,7905.07,REG026381,247012.24,0
EMP014469,Empresa_14469,-11431.36,REG029620,0.0,1
EMP014470,Empresa_14470,3396.49,REG006127,40257.36,0
EMP014471,Empresa_14471,3492.72,REG004617,36003.33,0
EMP014472,Empresa_14472,16517.66,REG007043,376594.43,0
EMP014473,Empresa_14473,154.5,REG006127,0.0,1
EMP014474,Empresa_14474,11036.59,REG009011,132780.78,0
EMP014475,Empresa_14475,9758.47,REG007333,349063.99,0
EMP014476,Empresa_14476,9807.95,REG007333,351036.26,0
EMP014477,Empresa_14477,11561.26,REG024160,422113.58,0
EMP014478,Empresa_14478,5964.11,REG024888,203855.05,0
EMP014479,Empresa_14479,17571.94,REG024160,662360.46,0
EMP014480,Empresa_14480,15589.99,REG006127,245473.96,0
EMP014481,Empresa_14481,4744.77,REG007043,90866.39,0
EMP014482,Empresa_14482,10723.06,REG024888,399305.13,0
EMP014483,Empresa_14483,14455.98,REG004617,194422.44,0
EMP014484,Empresa_14484,3430.24,REG007043,58962.75,0
EMP014485,Empresa_14485,7168.73,REG007043,149695.9,0
EMP014486,Empresa_14486,18254.37,REG029620,375404.61,0
EMP014487,Empresa_14487,9776.13,REG024888,360414.71,0
EMP014488,Empresa_14488,10340.28,REG024888,383584.35,0
EMP014489,Empresa_14489,6333.83,REG007043,129432.88,0
EMP014490,Empresa_14490,6065.05,REG006127,85169.22,0
EMP014491,Empresa_14491,335.83,REG024160,0.0,1
EMP014492,Empresa_14492,3803.91,REG004617,40500.03,0
EMP014493,Empresa_14493,16836.14,REG007043,384323.94,0
EMP014494,Empresa_14494,4072.41,REG029620,66805.16,0
EMP014495,Empresa_14495,-6466.81,REG029620,0.0,1
EMP014496,Empresa_14496,4448.79,REG009011,45624.18,0
EMP014497,Empresa_14497,7556.1,REG007043,159097.37,0
EMP014498,Empresa_14498,3077.96,REG009011,27488.1,0
EMP014499,Empresa_14499,16059.64,REG007333,600228.62,0
EMP014500,Empresa_14500,-3461.0,REG004617,0.0,1
EMP014501,Empresa_14501,-3203.06,REG009011,0.0,1
EMP014502,Empresa_14502,1009.36,REG004617,118.78,0
EMP014503,Empresa_14503,13220.45,REG009011,161673.25,0
EMP014504,Empresa_14504,12075.45,REG026381,396228.44,0
EMP014505,Empresa_14505,16150.16,REG009011,200433.31,0
EMP014506,Empresa_14506,1881.18,REG009011,11654.7,0
EMP014507,Empresa_14507,13072.87,REG007043,292989.38,0
EMP014508,Empresa_14508,15015.87,REG004617,202512.85,0
EMP014509,Empresa_14509,16130.41,REG008575,173760.29,0
EMP014510,Empresa_14510,13831.06,REG007333,511397.42,0
EMP014511,Empresa_14511,4930.12,REG024888,161389.08,0
EMP014512,Empresa_14512,4641.57,REG009011,48174.66,0
EMP014513,Empresa_14513,9932.8,REG024888,366849.15,0
EMP014514,Empresa_14514,4652.65,REG006127,61398.53,0
EMP014515,Empresa_14515,2849.36,REG026381,66118.94,0
EMP014516,Empresa_14516,9159.25,REG029620,177494.8,0
EMP014517,Empresa_14517,-1613.0,REG029620,0.0,1
EMP014518,Empresa_14518,9752.81,REG024160,349829.83,0
EMP014519,Empresa_14519,13026.95,REG004617,173772.95,0
EMP014520,Empresa_14520,14735.95,REG004617,198468.0,0
EMP014521,Empresa_14521,-86.73,REG006127,0.0,1
EMP014522,Empresa_14522,-3661.81,REG008575,0.0,1
EMP014523,Empresa_14523,1880.8,REG006127,14748.3,0
EMP014524,Empresa_14524,-9104.96,REG024160,0.0,1
EMP014525,Empresa_14525,16615.04,REG029620,339732.79,0
EMP014526,Empresa_14526,-2591.39,REG024160,0.0,1
EMP014527,Empresa_14527,15586.46,REG007333,581367.67,0
EMP014528,Empresa_14528,19613.42,REG007333,741882.29,0
EMP014529,Empresa_14529,14305.64,REG009011,176030.31,0
EMP014530,Empresa_14530,12440.28,REG024160,457248.01,0
EMP014531,Empresa_14531,14398.46,REG026381,479345.73,0
EMP014532,Empresa_14532,7682.08,REG024888,274412.08,0
EMP014533,Empresa_14533,13445.95,REG024888,511134.22,0
EMP014534,Empresa_14534,4466.31,REG024888,142340.41,0
EMP014535,Empresa_14535,781.75,REG024888,0.0,1
EMP014536,Empresa_14536,-2491.54,REG024160,0.0,1
EMP014537,Empresa_14537,18566.37,REG024888,721429.87,0
EMP014538,Empresa_14538,7765.52,REG008575,77564.05,0
EMP014539,Empresa_14539,8916.45,REG026381,283199.42,0
EMP014540,Empresa_14540,8535.23,REG006127,126742.35,0
EMP014541,Empresa_14541,13318.85,REG026381,440717.29,0
EMP014542,Empresa_14542,6888.03,REG007333,234648.25,0
EMP014543,Empresa_14543,-804.4,REG024888,0.0,1
EMP014544,Empresa_14544,4693.45,REG006127,62085.2,0
EMP014545,Empresa_14545,17365.82,REG026381,585517.87,0
EMP014546,Empresa_14546,9385.15,REG009011,110932.23,0
EMP014547,Empresa_14547,6000.49,REG024160,199849.6,0
EMP014548,Empresa_14548,18777.84,REG024160,710560.28,0
EMP014549,Empresa_14549,-6402.41,REG026381,0.0,1
EMP014550,Empresa_14550,8494.82,REG029620,163036.8,0
EMP014551,Empresa_14551,2968.16,REG007333,78402.23,0
EMP014552,Empresa_14552,526.94,REG004617,0.0,1
EMP014553,Empresa_14553,14641.21,REG009011,180469.9,0
EMP014554,Empresa_14554,13402.87,REG008575,142393.57,0
EMP014555,Empresa_14555,5050.07,REG004617,58507.04,0
EMP014556,Empresa_14556,7001.86,REG024160,239874.36,0
EMP014557,Empresa_14557,1029.9,REG008575,104.42,0
EMP014558,Empresa_14558,10233.41,REG006127,155322.72,0
EMP014559,Empresa_14559,3836.21,REG024888,116462.2,0
EMP014560,Empresa_14560,14737.07,REG006127,231119.32,0
EMP014561,Empresa_14561,15877.75,REG007333,592978.49,0
EMP014562,Empresa_14562,11366.45,REG006127,174391.79,0
EMP014563,Empresa_14563,219.26,REG008575,0.0,1
EMP014564,Empresa_14564,2244.65,REG008575,14074.04,0
EMP014565,Empresa_14565,14330.6,REG007043,323514.49,0
EMP014566,Empresa_14566,6090.03,REG024160,203428.51,0
EMP014567,Empresa_14567,13523.89,REG007043,303935.64,0
EMP014568,Empresa_14568,-2121.93,REG029620,0.0,1
EMP014569,Empresa_14569,12076.24,REG024160,442697.33,0
EMP014570,Empresa_14570,506.74,REG008575,0.0,1
EMP014571,Empresa_14571,-1372.76,REG008575,0.0,1
EMP014572,Empresa_14572,5475.53,REG004617,64654.94,0
EMP014573,Empresa_14573,10009.93,REG026381,322324.13,0
EMP014574,Empresa_14574,8913.55,REG029620,172148.36,0
EMP014575,Empresa_14575,7283.3,REG007043,152476.52,0
EMP014576,Empresa_14576,1274.46,REG024160,10950.18,0
EMP014577,Empresa_14577,11549.56,REG007043,256018.65,0
EMP014578,Empresa_14578,4995.85,REG006127,67174.59,0
EMP014579,Empresa_14579,-7444.88,REG004617,0.0,1
EMP014580,Empresa_14580,2485.79,REG007333,59174.96,0
EMP014581,Empresa_14581,12982.29,REG004617,173127.62,0
EMP014582,Empresa_14582,4481.47,REG029620,75706.3,0
EMP014583,Empresa_14583,3716.4,REG026381,97141.63,0
EMP014584,Empresa_14584,2130.22,REG008575,12758.1,0
EMP014585,Empresa_14585,10196.15,REG008575,105516.3,0
EMP014586,Empresa_14586,-2256.59,REG024888,0.0,1
EMP014587,Empresa_14587,18076.16,REG024888,701296.95,0
EMP014588,Empresa_14588,8673.57,REG026381,274509.17,0
EMP014589,Empresa_14589,6263.79,REG007333,209766.04,0
EMP014590,Empresa_14590,18801.8,REG029620,387316.68,0
EMP014591,Empresa_14591,4087.38,REG024160,123382.59,0
EMP014592,Empresa_14592,14110.03,REG029620,285223.77,0
EMP014593,Empresa_14593,18991.69,REG029620,391448.69,0
EMP014594,Empresa_14594,20.34,REG008575,0.0,1
EMP014595,Empresa_14595,-2719.44,REG007333,0.0,1
EMP014596,Empresa_14596,4917.8,REG009011,51829.19,0
EMP014597,Empresa_14597,12374.35,REG024888,467123.61,0
EMP014598,Empresa_14598,16927.1,REG026381,569820.47,0
EMP014599,Empresa_14599,7718.86,REG008575,77027.46,0
EMP014600,Empresa_14600,15337.63,REG006127,241226.75,0
EMP014601,Empresa_14601,2323.56,REG009011,17507.39,0
EMP014602,Empresa_14602,50.11,REG008575,0.0,1
EMP014603,Empresa_14603,1507.77,REG007043,12304.4,0
EMP014604,Empresa_14604,-1465.0,REG008575,0.0,1
EMP014605,Empresa_14605,9863.09,REG024888,363986.16,0
EMP014606,Empresa_14606,6807.75,REG029620,126326.16,0
EMP014607,Empresa_14607,14332.13,REG007333,531370.07,0
EMP014608,Empresa_14608,15963.76,REG024160,598081.5,0
EMP014609,Empresa_14609,7077.88,REG007043,147490.97,0
EMP014610,Empresa_14610,4399.18,REG008575,38851.14,0
EMP014611,Empresa_14611,8821.17,REG004617,112999.43,0
EMP014612,Empresa_14612,16443.5,REG024888,634243.6,0
EMP014613,Empresa_14613,19176.04,REG024160,726476.33,0
EMP014614,Empresa_14614,18597.36,REG024888,722702.63,0
EMP014615,Empresa_14615,6763.57,REG004617,83267.11,0
EMP014616,Empresa_14616,7006.05,REG007043,145747.66,0
EMP014617,Empresa_14617,10922.7,REG024888,407504.34,0
EMP014618,Empresa_14618,19713.89,REG007043,454166.94,0
EMP014619,Empresa_14619,4929.75,REG007043,95355.86,0
EMP014620,Empresa_14620,8701.57,REG029620,167535.68,0
EMP014621,Empresa_14621,14750.44,REG029620,299159.09,0
EMP014622,Empresa_14622,12717.16,REG024888,481202.82,0
EMP014623,Empresa_14623,3380.49,REG007333,94837.7,0
EMP014624,Empresa_14624,14611.19,REG026381,486957.21,0
EMP014625,Empresa_14625,6226.73,REG007043,126833.56,0
EMP014626,Empresa_14626,5425.24,REG007333,176341.44,0
EMP014627,Empresa_14627,11788.89,REG029620,234715.76,0
EMP014628,Empresa_14628,16019.06,REG006127,252695.21,0
EMP014629,Empresa_14629,13256.57,REG024888,503356.38,0
EMP014630,Empresa_14630,11934.4,REG007333,435796.55,0
EMP014631,Empresa_14631,10497.25,REG024160,379585.1,0
EMP014632,Empresa_14632,15847.24,REG009011,196425.68,0
EMP014633,Empresa_14633,5868.38,REG026381,174139.47,0
EMP014634,Empresa_14634,15473.68,REG008575,166207.89,0
EMP014635,Empresa_14635,4264.14,REG006127,54859.91,0
EMP014636,Empresa_14636,5133.22,REG007333,164701.52,0
EMP014637,Empresa_14637,9560.48,REG024888,351557.97,0
EMP014638,Empresa_14638,15213.37,REG024160,568088.41,0
EMP014639,Empresa_14639,588.0,REG007333,0.0,1
EMP014640,Empresa_14640,-5105.29,REG029620,0.0,1
EMP014641,Empresa_14641,18177.62,REG007333,684651.3,0
EMP014642,Empresa_14642,19384.29,REG009011,243220.85,0
EMP014643,Empresa_14643,5850.53,REG007333,193293.5,0
EMP014644,Empresa_14644,-1313.88,REG024160,0.0,1
EMP014645,Empresa_14645,2929.26,REG009011,25520.8,0
EMP014646,Empresa_14646,16851.08,REG029620,344869.02,0
EMP014647,Empresa_14647,2531.51,REG026381,54746.26,0
EMP014648,Empresa_14648,3129.57,REG024160,85098.93,0
EMP014649,Empresa_14649,10924.19,REG024160,396649.89,0
EMP014650,Empresa_14650,9337.18,REG007333,332271.37,0
EMP014651,Empresa_14651,-2545.19,REG004617,0.0,1
EMP014652,Empresa_14652,3636.31,REG008575,30078.14,0
EMP014653,Empresa_14653,15776.9,REG026381,528666.32,0
EMP014654,Empresa_14654,13217.58,REG004617,176527.56,0
EMP014655,Empresa_14655,8894.95,REG026381,282430.15,0
EMP014656,Empresa_14656,-602.87,REG009011,0.0,1
EMP014657,Empresa_14657,18453.64,REG024160,697602.01,0
EMP014658,Empresa_14658,5078.46,REG006127,68564.92,0
EMP014659,Empresa_14659,7147.23,REG029620,133713.24,0
EMP014660,Empresa_14660,1740.16,REG024160,29564.21,0
EMP014661,Empresa_14661,14271.97,REG024888,545058.86,0
EMP014662,Empresa_14662,7259.68,REG009011,82812.26,0
EMP014663,Empresa_14663,15545.38,REG009011,192432.07,0
EMP014664,Empresa_14664,-2593.69,REG007333,0.0,1
EMP014665,Empresa_14665,13429.7,REG007333,495399.21,0
EMP014666,Empresa_14666,7516.7,REG029620,141752.91,0
EMP014667,Empresa_14667,10686.42,REG006127,162946.88,0
EMP014668,Empresa_14668,-2646.96,REG024160,0.0,1
EMP014669,Empresa_14669,7306.46,REG007043,153038.61,0
EMP014670,Empresa_14670,-243.18,REG004617,0.0,1
EMP014671,Empresa_14671,2918.51,REG029620,41696.29,0
EMP014672,Empresa_14672,14629.48,REG006127,229308.58,0
EMP014673,Empresa_14673,4954.38,REG024888,162385.44,0
EMP014674,Empresa_14674,17845.35,REG004617,243398.83,0
EMP014675,Empresa_14675,10878.1,REG009011,130683.96,0
EMP014676,Empresa_14676,13780.91,REG007043,310173.51,0
EMP014677,Empresa_14677,9726.84,REG024888,358390.37,0
EMP014678,Empresa_14678,5542.46,REG024160,181542.14,0
EMP014679,Empresa_14679,15681.45,REG024160,586797.57,0
EMP014680,Empresa_14680,13775.54,REG026381,457057.66,0
EMP014681,Empresa_14681,8153.46,REG008575,82025.36,0
EMP014682,Empresa_14682,2498.68,REG024888,61529.84,0
EMP014683,Empresa_14683,12068.12,REG009011,146427.92,0
EMP014684,Empresa_14684,3406.26,REG009011,31831.51,0
EMP014685,Empresa_14685,91.86,REG024160,0.0,1
EMP014686,Empresa_14686,5003.6,REG007333,159534.87,0
EMP014687,Empresa_14687,374.09,REG006127,0.0,1
EMP014688,Empresa_14688,16460.7,REG004617,223390.64,0
EMP014689,Empresa_14689,-2160.46,REG004617,0.0,1
EMP014690,Empresa_14690,-1470.91,REG006127,0.0,1
EMP014691,Empresa_14691,19796.32,REG004617,271590.35,0
EMP014692,Empresa_14692,12703.0,REG004617,169091.88,0
EMP014693,Empresa_14693,15724.26,REG004617,212749.08,0
EMP014694,Empresa_14694,7579.12,REG007333,262195.09,0
EMP014695,Empresa_14695,2835.77,REG009011,24283.93,0
EMP014696,Empresa_14696,12119.38,REG026381,397800.25,0
EMP014697,Empresa_14697,9425.44,REG024888,346011.88,0
EMP014698,Empresa_14698,4129.34,REG024888,128501.05,0
EMP014699,Empresa_14699,16181.22,REG026381,543132.89,0
EMP014700,Empresa_14700,8138.15,REG008575,81849.3,0
EMP014701,Empresa_14701,-4556.91,REG007333,0.0,1
EMP014702,Empresa_14702,12493.04,REG007333,458063.95,0
EMP014703,Empresa_14703,12052.03,REG007333,440485.29,0
EMP014704,Empresa_14704,7049.15,REG007043,146793.7,0
EMP014705,Empresa_14705,16552.44,REG007333,619871.63,0
EMP014706,Empresa_14706,9473.29,REG004617,122422.57,0
EMP014707,Empresa_14707,-558.23,REG004617,0.0,1
EMP014708,Empresa_14708,18320.28,REG026381,619668.45,0
EMP014709,Empresa_14709,7564.79,REG007333,261623.9,0
EMP014710,Empresa_14710,13890.61,REG008575,148002.59,0
EMP014711,Empresa_14711,-957.88,REG007043,0.0,1
EMP014712,Empresa_14712,-5426.82,REG004617,0.0,1
EMP014713,Empresa_14713,10143.19,REG024888,375489.87,0
EMP014714,Empresa_14714,19597.73,REG026381,665375.61,0
EMP014715,Empresa_14715,-829.94,REG024160,0.0,1
EMP014716,Empresa_14716,19518.57,REG024160,740167.26,0
EMP014717,Empresa_14717,12149.93,REG024888,457906.68,0
EMP014718,Empresa_14718,10791.91,REG024160,391362.66,0
EMP014719,Empresa_14719,7226.0,REG024888,255680.87,0
EMP014720,Empresa_14720,3813.37,REG026381,100611.21,0
EMP014721,Empresa_14721,10524.38,REG026381,340731.15,0
EMP014722,Empresa_14722,12537.51,REG007333,459836.52,0
EMP014723,Empresa_14723,3570.19,REG007333,102399.14,0
EMP014724,Empresa_14724,7010.16,REG007043,145847.41,0
EMP014725,Empresa_14725,13896.49,REG024160,515452.72,0
EMP014726,Empresa_14726,5267.91,REG007333,170070.26,0
EMP014727,Empresa_14727,6272.18,REG008575,60390.64,0
EMP014728,Empresa_14728,4807.14,REG024888,156338.29,0
EMP014729,Empresa_14729,10131.91,REG029620,198659.88,0
EMP014730,Empresa_14730,470.05,REG008575,0.0,1
EMP014731,Empresa_14731,13041.14,REG007043,292219.29,0
EMP014732,Empresa_14732,13156.06,REG009011,160821.37,0
EMP014733,Empresa_14733,6923.1,REG024160,236726.32,0
EMP014734,Empresa_14734,10391.11,REG026381,335962.75,0
EMP014735,Empresa_14735,6276.35,REG024160,210875.72,0
EMP014736,Empresa_14736,-4380.1,REG008575,0.0,1
EMP014737,Empresa_14737,14630.72,REG007043,330798.4,0
EMP014738,Empresa_14738,2088.48,REG008575,12278.09,0
EMP014739,Empresa_14739,6620.17,REG009011,74351.54,0
EMP014740,Empresa_14740,13894.06,REG007333,513908.6,0
EMP014741,Empresa_14741,19369.58,REG007333,732162.83,0
EMP014742,Empresa_14742,2535.1,REG009011,20306.07,0
EMP014743,Empresa_14743,11130.73,REG009011,134026.25,0
EMP014744,Empresa_14744,16844.31,REG007043,384522.23,0
EMP014745,Empresa_14745,2407.1,REG024888,57768.65,0
EMP014746,Empresa_14746,1984.86,REG007333,39207.89,0
EMP014747,Empresa_14747,4027.09,REG024160,120972.8,0
EMP014748,Empresa_14748,-3290.1,REG007333,0.0,1
EMP014749,Empresa_14749,6049.03,REG008575,57824.42,0
EMP014750,Empresa_14750,5080.71,REG009011,53984.49,0
EMP014751,Empresa_14751,18331.84,REG008575,199076.73,0
EMP014752,Empresa_14752,13039.0,REG008575,138209.07,0
EMP014753,Empresa_14753,4640.42,REG008575,41625.4,0
EMP014754,Empresa_14754,429.19,REG007333,0.0,1
EMP014755,Empresa_14755,-3183.17,REG024160,0.0,1
EMP014756,Empresa_14756,12860.74,REG009011,156914.28,0
EMP014757,Empresa_14757,14257.58,REG009011,175394.48,0
EMP014758,Empresa_14758,5644.85,REG024888,190743.04,0
EMP014759,Empresa_14759,19804.48,REG006127,316403.83,0
EMP014760,Empresa_14760,6640.46,REG009011,74619.98,0
EMP014761,Empresa_14761,2904.69,REG007333,75872.31,0
EMP014762,Empresa_14762,19703.19,REG024888,768119.07,0
EMP014763,Empresa_14763,918.58,REG007043,0.0,1
EMP014764,Empresa_14764,5347.37,REG024888,178525.54,0
EMP014765,Empresa_14765,8307.76,REG007333,291238.68,0
EMP014766,Empresa_14766,2138.39,REG026381,40680.43,0
EMP014767,Empresa_14767,7992.48,REG029620,152105.88,0
EMP014768,Empresa_14768,13054.47,REG008575,138386.98,0
EMP014769,Empresa_14769,19793.34,REG009011,248632.58,0
EMP014770,Empresa_14770,-3202.72,REG024888,0.0,1
EMP014771,Empresa_14771,17022.53,REG008575,184019.66,0
EMP014772,Empresa_14772,3823.8,REG004617,40787.44,0
EMP014773,Empresa_14773,2731.52,REG009011,22904.7,0
EMP014774,Empresa_14774,6560.61,REG024160,222237.6,0
EMP014775,Empresa_14775,17122.49,REG024888,662129.72,0
EMP014776,Empresa_14776,15855.49,REG004617,214645.36,0
EMP014777,Empresa_14777,17131.5,REG004617,233083.7,0
EMP014778,Empresa_14778,7024.34,REG007333,240081.56,0
EMP014779,Empresa_14779,3707.19,REG007043,65684.33,0
EMP014780,Empresa_14780,5824.33,REG026381,172563.36,0
EMP014781,Empresa_14781,12599.6,REG004617,167597.75,0
EMP014782,Empresa_14782,13912.32,REG006127,217238.78,0
EMP014783,Empresa_14783,1105.91,REG004617,1513.93,0
EMP014784,Empresa_14784,354.19,REG007333,0.0,1
EMP014785,Empresa_14785,11578.23,REG004617,152838.95,0
EMP014786,Empresa_14786,16236.34,REG026381,545105.08,0
EMP014787,Empresa_14787,9064.88,REG004617,116521.04,0
EMP014788,Empresa_14788,7918.58,REG004617,99957.01,0
EMP014789,Empresa_14789,1554.87,REG024888,22767.57,0
EMP014790,Empresa_14790,8109.86,REG007333,283350.39,0
EMP014791,Empresa_14791,12242.61,REG007333,448081.81,0
EMP014792,Empresa_14792,16.74,REG007043,0.0,1
EMP014793,Empresa_14793,1359.43,REG008575,3894.02,0
EMP014794,Empresa_14794,16095.75,REG024888,619961.51,0
EMP014795,Empresa_14795,-13009.76,REG024160,0.0,1
EMP014796,Empresa_14796,-8452.41,REG006127,0.0,1
EMP014797,Empresa_14797,18805.86,REG007043,432129.05,0
EMP014798,Empresa_14798,7245.42,REG007333,248893.81,0
EMP014799,Empresa_14799,13488.92,REG004617,180448.42,0
EMP014800,Empresa_14800,14643.0,REG026381,488095.37,0
EMP014801,Empresa_14801,10952.36,REG006127,167422.65,0
EMP014802,Empresa_14802,15177.55,REG026381,507221.57,0
EMP014803,Empresa_14803,9793.67,REG007333,350467.06,0
EMP014804,Empresa_14804,-9794.76,REG024160,0.0,1
EMP014805,Empresa_14805,2084.37,REG008575,12230.82,0
EMP014806,Empresa_14806,-4250.79,REG006127,0.0,1
EMP014807,Empresa_14807,-1270.42,REG026381,0.0,1
EMP014808,Empresa_14808,9114.51,REG024160,324316.98,0
EMP014809,Empresa_14809,7872.12,REG024160,274658.65,0
EMP014810,Empresa_14810,11946.54,REG004617,158161.03,0
EMP014811,Empresa_14811,11532.7,REG024888,432557.04,0
EMP014812,Empresa_14812,10804.59,REG006127,164935.68,0
EMP014813,Empresa_14813,-576.38,REG006127,0.0,1
EMP014814,Empresa_14814,6714.97,REG007333,227750.07,0
EMP014815,Empresa_14815,18579.84,REG006127,295793.14,0
EMP014816,Empresa_14816,6321.96,REG029620,115755.37,0
EMP014817,Empresa_14817,9786.15,REG007333,350167.31,0
EMP014818,Empresa_14818,2224.11,REG007333,48744.4,0
EMP014819,Empresa_14819,2010.31,REG007333,40222.33,0
EMP014820,Empresa_14820,17748.6,REG029620,364399.05,0
EMP014821,Empresa_14821,226.92,REG007043,0.0,1
EMP014822,Empresa_14822,8347.61,REG008575,84258.09,0
EMP014823,Empresa_14823,13524.84,REG024160,500597.87,0
EMP014824,Empresa_14824,2217.07,REG006127,20407.72,0
EMP014825,Empresa_14825,7649.97,REG008575,76235.22,0
EMP014826,Empresa_14826,9186.58,REG006127,137704.57,0
EMP014827,Empresa_14827,8671.69,REG024888,315055.36,0
EMP014828,Empresa_14828,14309.34,REG008575,152817.98,0
EMP014829,Empresa_14829,18981.71,REG004617,259819.24,0
EMP014830,Empresa_14830,-2767.58,REG024888,0.0,1
EMP014831,Empresa_14831,12759.02,REG029620,255825.79,0
EMP014832,Empresa_14832,-547.14,REG004617,0.0,1
EMP014833,Empresa_14833,15642.9,REG026381,523871.8,0
EMP014834,Empresa_14834,18864.82,REG029620,388688.0,0
EMP014835,Empresa_14835,-830.32,REG004617,0.0,1
EMP014836,Empresa_14836,-725.97,REG007333,0.0,1
EMP014837,Empresa_14837,5688.66,REG009011,62027.66,0
EMP014838,Empresa_14838,5045.3,REG024888,166119.53,0
EMP014839,Empresa_14839,8260.51,REG007043,176193.4,0
EMP014840,Empresa_14840,4993.29,REG007043,96897.97,0
EMP014841,Empresa_14841,9287.58,REG026381,296478.45,0
EMP014842,Empresa_14842,203.24,REG024160,0.0,1
EMP014843,Empresa_14843,6688.58,REG007333,226698.17,0
EMP014844,Empresa_14844,-1258.61,REG007333,0.0,1
EMP014845,Empresa_14845,10086.78,REG029620,197677.85,0
EMP014846,Empresa_14846,18302.74,REG006127,291129.55,0
EMP014847,Empresa_14847,11482.86,REG029620,228056.55,0
EMP014848,Empresa_14848,9461.83,REG026381,302713.11,0
EMP014849,Empresa_14849,3351.56,REG024160,93971.87,0
EMP014850,Empresa_14850,17999.53,REG009011,224900.47,0
EMP014851,Empresa_14851,-2277.53,REG006127,0.0,1
EMP014852,Empresa_14852,11741.53,REG006127,180704.38,0
EMP014853,Empresa_14853,2162.6,REG024160,46449.14,0
EMP014854,Empresa_14854,3380.82,REG024160,95141.39,0
EMP014855,Empresa_14855,5209.63,REG009011,55690.1,0
EMP014856,Empresa_14856,3885.97,REG007043,70023.32,0
EMP014857,Empresa_14857,15229.52,REG004617,205600.09,0
EMP014858,Empresa_14858,7251.05,REG006127,105129.6,0
EMP014859,Empresa_14859,3999.01,REG004617,43319.22,0
EMP014860,Empresa_14860,7389.22,REG009011,84526.07,0
EMP014861,Empresa_14861,5952.83,REG024888,203391.78,0
EMP014862,Empresa_14862,-606.37,REG007043,0.0,1
EMP014863,Empresa_14863,7032.92,REG006127,101458.48,0
EMP014864,Empresa_14864,17028.48,REG004617,231595.06,0
EMP014865,Empresa_14865,-1424.37,REG009011,0.0,1
EMP014866,Empresa_14866,-906.0,REG006127,0.0,1
EMP014867,Empresa_14867,17600.15,REG006127,279304.96,0
EMP014868,Empresa_14868,6879.4,REG006127,98874.74,0
EMP014869,Empresa_14869,13311.36,REG004617,177882.68,0
EMP014870,Empresa_14870,2438.77,REG006127,24138.93,0
EMP014871,Empresa_14871,11571.28,REG024888,434141.52,0
EMP014872,Empresa_14872,14852.24,REG006127,233057.63,0
EMP014873,Empresa_14873,16137.71,REG026381,541576.1,0
EMP014874,Empresa_14874,4002.22,REG009011,39716.06,0
EMP014875,Empresa_14875,14989.39,REG006127,235365.87,0
EMP014876,Empresa_14876,10868.5,REG007333,393309.78,0
EMP014877,Empresa_14877,13531.15,REG007333,499443.01,0
EMP014878,Empresa_14878,-147.26,REG007333,0.0,1
EMP014879,Empresa_14879,1619.82,REG009011,8196.91,0
EMP014880,Empresa_14880,5886.55,REG004617,70594.17,0
EMP014881,Empresa_14881,-2075.69,REG007333,0.0,1
EMP014882,Empresa_14882,11261.43,REG007333,408971.97,0
EMP014883,Empresa_14883,4194.41,REG006127,53686.35,0
EMP014884,Empresa_14884,-10423.03,REG007333,0.0,1
EMP014885,Empresa_14885,-3516.24,REG007333,0.0,1
EMP014886,Empresa_14886,10980.53,REG009011,132039.1,0
EMP014887,Empresa_14887,3683.19,REG008575,30617.25,0
EMP014888,Empresa_14888,5276.43,REG024888,175612.03,0
EMP014889,Empresa_14889,3076.52,REG004617,29989.24,0
EMP014890,Empresa_14890,2009.0,REG004617,14563.58,0
EMP014891,Empresa_14891,13688.86,REG007333,505729.33,0
EMP014892,Empresa_14892,5108.47,REG026381,146949.89,0
EMP014893,Empresa_14893,11849.84,REG007333,432425.99,0
