empresa_id,tipo_energia,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP012586,Eólica,1.32,6525.12,1969.49,7.0E-4
EMP012589,Eólica,34.63,6205.96,934.76,0.037
EMP012589,Hidroeléctrica,414.68,5084.22,4067.02,0.102
EMP012591,Hidroeléctrica,139.79,4080.91,4304.59,0.0325
EMP012592,Solar,250.93,4135.94,2702.51,0.0929
EMP012595,Eólica,72.01,8182.79,812.86,0.0886
EMP012595,Geotérmica,98.73,7488.21,1399.06,0.0706
EMP012596,Biomasa,460.46,2809.73,4358.13,0.1057
EMP012596,Eólica,310.14,7988.55,573.15,0.5411
EMP012597,Solar,14.88,4710.2,787.31,0.0189
EMP012598,Hidroeléctrica,40.45,7155.4,4351.88,0.0093
EMP012599,Solar,151.22,8029.26,2935.8,0.0515
EMP012600,Biomasa,292.38,5559.24,932.97,0.3134
EMP012600,Geotérmica,366.63,747.53,4186.53,0.0876
EMP012601,Eólica,420.34,4960.69,2244.55,0.1873
EMP012603,Hidroeléctrica,375.45,3465.37,2717.39,0.1382
EMP012604,Biomasa,117.42,7917.34,1100.01,0.1067
EMP012605,Biomasa,140.11,2608.85,4793.21,0.0292
EMP012605,Eólica,475.13,3329.68,3074.77,0.1545
EMP012611,Geotérmica,88.05,2464.59,2278.92,0.0386
EMP012612,Solar,477.84,2080.5,1063.92,0.4491
EMP012614,Biomasa,199.82,5159.72,2850.75,0.0701
EMP012614,Geotérmica,148.86,2187.78,446.03,0.3337
EMP012615,Geotérmica,85.64,3544.58,3755.12,0.0228
EMP012616,Hidroeléctrica,411.64,7093.65,890.2,0.4624
EMP012617,Biomasa,398.4,1172.4,350.44,1.1369
EMP012617,Eólica,149.07,4678.68,1369.54,0.1088
EMP012619,Hidroeléctrica,185.93,7645.53,4146.47,0.0448
EMP012620,Eólica,118.0,7139.24,4412.07,0.0267
EMP012622,Eólica,388.53,9494.87,2028.51,0.1915
EMP012623,Eólica,66.45,9876.43,4301.85,0.0154
EMP012624,Geotérmica,301.86,3634.59,753.65,0.4005
EMP012625,Hidroeléctrica,230.38,3001.2,1893.03,0.1217
EMP012626,Geotérmica,298.88,5430.56,280.36,1.0661
EMP012626,Solar,335.49,5448.53,239.88,1.3986
EMP012628,Geotérmica,267.39,8450.76,1961.63,0.1363
EMP012628,Solar,271.74,1471.08,4075.23,0.0667
EMP012630,Eólica,245.28,8030.38,3283.45,0.0747
EMP012631,Hidroeléctrica,423.16,192.5,1408.18,0.3005
EMP012632,Eólica,100.76,439.09,2773.1,0.0363
EMP012632,Geotérmica,354.08,3838.54,2411.15,0.1469
EMP012634,Eólica,139.35,7607.88,917.48,0.1519
EMP012635,Biomasa,531.36,8632.62,3257.3,0.1631
EMP012636,Geotérmica,140.51,3057.85,4948.47,0.0284
EMP012637,Hidroeléctrica,424.11,8793.57,2503.54,0.1694
EMP012640,Biomasa,477.78,7496.14,1050.18,0.455
EMP012640,Solar,77.25,9219.82,212.94,0.3628
EMP012641,Eólica,652.49,6022.49,3859.31,0.1691
EMP012642,Geotérmica,91.6,9178.96,4689.69,0.0195
EMP012642,Solar,419.24,3851.27,3613.71,0.116
EMP012643,Hidroeléctrica,441.73,7548.63,155.31,2.8442
EMP012645,Eólica,118.81,8497.91,3554.3,0.0334
EMP012647,Solar,416.84,7758.77,2217.95,0.1879
EMP012652,Eólica,185.26,3822.59,4899.95,0.0378
EMP012654,Geotérmica,200.05,5944.13,1929.54,0.1037
EMP012655,Geotérmica,425.94,6388.79,1691.96,0.2517
EMP012657,Hidroeléctrica,488.29,2076.35,1173.3,0.4162
EMP012658,Biomasa,466.64,1201.28,1770.22,0.2636
EMP012662,Biomasa,244.29,7319.71,1450.94,0.1684
EMP012662,Eólica,403.62,1496.98,2974.0,0.1357
EMP012663,Eólica,186.97,10298.42,5738.71,0.0326
EMP012663,Hidroeléctrica,152.68,6291.08,3460.28,0.0441
EMP012664,Geotérmica,589.42,8777.89,2885.06,0.2043
EMP012666,Geotérmica,340.92,6791.82,3850.0,0.0886
EMP012668,Eólica,359.52,6675.8,203.13,1.7699
EMP012670,Hidroeléctrica,67.57,9215.49,1077.19,0.0627
EMP012672,Eólica,83.64,8239.18,2964.22,0.0282
EMP012672,Hidroeléctrica,32.28,5104.56,2334.09,0.0138
EMP012673,Eólica,24.78,7087.58,1382.39,0.0179
EMP012676,Eólica,358.56,5490.72,212.99,1.6835
EMP012677,Geotérmica,333.69,1458.24,2297.78,0.1452
EMP012677,Solar,224.39,4551.95,2428.27,0.0924
EMP012679,Eólica,136.61,6163.06,2130.1,0.0641
EMP012679,Solar,178.84,8625.06,516.3,0.3464
EMP012680,Biomasa,407.72,1978.24,3572.36,0.1141
EMP012683,Biomasa,132.18,8770.95,4994.89,0.0265
EMP012684,Eólica,399.3,4432.16,2601.51,0.1535
EMP012684,Hidroeléctrica,108.33,6309.7,4973.79,0.0218
EMP012686,Biomasa,301.3,1426.18,2151.12,0.1401
EMP012687,Solar,293.32,8533.16,1130.79,0.2594
EMP012688,Hidroeléctrica,470.36,4030.87,4079.08,0.1153
EMP012689,Biomasa,749.91,8304.46,4476.01,0.1675
EMP012690,Biomasa,147.79,3624.26,902.3,0.1638
EMP012690,Hidroeléctrica,372.98,5786.26,4067.54,0.0917
EMP012691,Solar,72.97,1031.98,4739.97,0.0154
EMP012692,Biomasa,189.96,815.87,1763.04,0.1077
EMP012692,Geotérmica,136.36,6527.26,4989.26,0.0273
EMP012693,Eólica,74.09,5726.63,4941.54,0.015
EMP012695,Eólica,3.42,8226.85,2785.75,0.0012
EMP012695,Geotérmica,20.7,9414.89,1481.62,0.014
EMP012695,Solar,425.58,5562.2,757.67,0.5617
EMP012696,Eólica,41.96,9641.07,2753.51,0.0152
EMP012696,Geotérmica,279.42,7398.51,1193.18,0.2342
EMP012698,Biomasa,341.85,273.4,539.65,0.6335
EMP012698,Eólica,108.46,410.2,3690.68,0.0294
EMP012698,Geotérmica,458.14,6419.61,1231.8,0.3719
EMP012701,Biomasa,177.45,3794.25,1422.57,0.1247
EMP012701,Eólica,5.01,8721.68,2150.7,0.0023
EMP012701,Hidroeléctrica,217.99,9925.74,4366.34,0.0499
EMP012702,Geotérmica,340.59,489.06,487.9,0.6981
EMP012702,Hidroeléctrica,153.83,10793.04,6185.11,0.0249
EMP012703,Solar,176.35,8952.95,5475.47,0.0322
EMP012705,Biomasa,264.0,9680.97,1928.34,0.1369
EMP012705,Hidroeléctrica,71.75,6088.26,3938.84,0.0182
EMP012705,Solar,336.56,8710.11,4360.93,0.0772
EMP012707,Biomasa,44.67,5210.74,3113.04,0.0143
EMP012707,Solar,351.61,168.49,2294.87,0.1532
EMP012708,Geotérmica,175.47,7828.68,61.49,2.8536
EMP012709,Biomasa,196.51,1992.84,4472.91,0.0439
EMP012709,Solar,121.01,7714.1,1035.47,0.1169
EMP012710,Geotérmica,109.24,6355.65,4659.54,0.0234
EMP012710,Solar,167.99,6974.53,1982.39,0.0847
EMP012713,Biomasa,390.02,2005.62,3747.27,0.1041
EMP012713,Solar,76.74,1009.29,918.13,0.0836
EMP012714,Geotérmica,92.54,5029.94,1838.17,0.0503
EMP012714,Hidroeléctrica,290.01,5769.62,3281.9,0.0884
EMP012714,Solar,347.36,9313.29,4125.41,0.0842
EMP012715,Eólica,49.58,3603.43,1902.42,0.0261
EMP012717,Biomasa,521.03,7125.13,6527.79,0.0798
EMP012717,Eólica,492.75,6536.43,2890.06,0.1705
EMP012718,Hidroeléctrica,319.47,9971.93,3336.56,0.0957
EMP012720,Solar,397.85,7169.43,3935.85,0.1011
EMP012724,Biomasa,674.61,16880.72,7509.45,0.0898
EMP012725,Geotérmica,437.33,3385.35,2713.25,0.1612
EMP012727,Geotérmica,683.36,5276.47,6098.54,0.1121
EMP012727,Hidroeléctrica,435.18,7655.31,2844.83,0.153
EMP012731,Geotérmica,412.76,5972.14,2444.01,0.1689
EMP012731,Solar,477.37,471.7,1577.64,0.3026
EMP012732,Solar,64.11,7874.09,2374.66,0.027
EMP012733,Geotérmica,745.32,16909.63,8671.93,0.0859
EMP012734,Eólica,266.52,9088.02,1551.82,0.1717
EMP012734,Solar,391.52,7586.12,4849.61,0.0807
EMP012735,Geotérmica,277.5,6244.17,2504.12,0.1108
EMP012736,Biomasa,47.73,5401.35,4858.18,0.0098
EMP012736,Hidroeléctrica,73.48,4496.88,2890.81,0.0254
EMP012736,Solar,334.98,1130.72,448.0,0.7477
EMP012737,Eólica,370.25,4480.15,3296.0,0.1123
EMP012739,Eólica,184.59,4443.17,2121.88,0.087
EMP012739,Geotérmica,254.41,8649.7,4237.13,0.06
EMP012741,Hidroeléctrica,379.61,3176.58,4818.35,0.0788
EMP012743,Eólica,269.92,7699.0,1381.28,0.1954
EMP012744,Biomasa,271.32,965.36,1951.31,0.139
EMP012746,Biomasa,115.16,5070.93,2369.59,0.0486
EMP012747,Biomasa,329.92,8464.68,3452.45,0.0956
EMP012747,Solar,390.41,8667.49,4295.91,0.0909
EMP012748,Hidroeléctrica,177.13,11134.11,2115.12,0.0837
EMP012750,Geotérmica,409.59,4600.82,212.79,1.9249
EMP012753,Biomasa,456.21,205.25,2908.73,0.1568
EMP012759,Eólica,334.94,2334.81,2928.55,0.1144
EMP012762,Hidroeléctrica,496.81,1823.78,1232.36,0.4031
EMP012763,Geotérmica,228.35,9366.75,1166.06,0.1958
EMP012764,Solar,493.13,1526.47,2988.29,0.165
EMP012765,Geotérmica,885.72,17839.04,5026.63,0.1762
EMP012767,Solar,209.88,1159.51,339.13,0.6189
EMP012768,Geotérmica,55.4,4586.16,2368.17,0.0234
EMP012768,Hidroeléctrica,175.98,4471.66,3769.31,0.0467
EMP012768,Solar,92.35,9391.93,3831.78,0.0241
EMP012769,Biomasa,254.01,3713.67,574.27,0.4423
EMP012770,Biomasa,165.67,3543.05,2200.36,0.0753
EMP012770,Eólica,415.81,9183.94,4749.41,0.0875
EMP012770,Hidroeléctrica,326.67,171.17,4718.95,0.0692
EMP012771,Eólica,88.13,4563.94,4577.44,0.0193
EMP012771,Geotérmica,212.22,8022.92,2167.35,0.0979
EMP012771,Solar,58.12,4599.57,413.53,0.1405
EMP012772,Biomasa,178.78,1320.92,994.01,0.1799
EMP012773,Eólica,280.86,6640.29,3007.45,0.0934
EMP012775,Geotérmica,99.97,7556.9,2507.23,0.0399
EMP012775,Solar,342.79,5840.98,4743.03,0.0723
EMP012779,Eólica,461.9,5014.34,3528.84,0.1309
EMP012779,Hidroeléctrica,84.15,904.95,624.76,0.1347
EMP012780,Biomasa,247.6,622.57,1623.81,0.1525
EMP012780,Geotérmica,146.36,869.83,3573.81,0.041
EMP012780,Hidroeléctrica,155.03,5168.57,2677.44,0.0579
EMP012781,Geotérmica,490.29,3380.77,3193.06,0.1535
EMP012781,Hidroeléctrica,424.97,9182.7,2052.08,0.2071
EMP012782,Biomasa,240.51,698.53,4823.04,0.0499
EMP012783,Solar,187.04,3355.47,1612.67,0.116
EMP012784,Eólica,277.61,9250.03,914.28,0.3036
EMP012784,Hidroeléctrica,275.33,4048.57,4128.76,0.0667
EMP012785,Eólica,500.0,447.82,943.07,0.5302
EMP012785,Geotérmica,129.1,9445.86,54.72,2.3593
EMP012786,Eólica,491.93,9776.07,1898.94,0.2591
EMP012787,Biomasa,376.26,1740.75,1430.65,0.263
EMP012787,Hidroeléctrica,277.85,4379.72,4144.89,0.067
EMP012788,Biomasa,220.43,6835.27,4174.64,0.0528
EMP012788,Geotérmica,337.91,2151.11,2826.98,0.1195
EMP012790,Biomasa,295.43,5114.64,2897.05,0.102
EMP012790,Geotérmica,189.97,1419.7,1616.28,0.1175
EMP012790,Solar,341.91,7762.67,66.72,5.1246
EMP012791,Eólica,28.95,5267.07,1229.9,0.0235
EMP012792,Eólica,150.72,700.09,1002.87,0.1503
EMP012795,Geotérmica,166.09,1345.1,3301.6,0.0503
EMP012795,Solar,390.7,381.11,117.12,3.3359
EMP012796,Biomasa,230.53,4467.48,43.64,5.2825
EMP012798,Eólica,382.84,6122.18,160.74,2.3817
EMP012799,Biomasa,214.5,4827.42,829.15,0.2587
EMP012799,Geotérmica,214.37,4688.66,3810.67,0.0563
EMP012801,Geotérmica,285.54,11446.1,6972.64,0.041
EMP012803,Geotérmica,77.86,9711.75,4844.64,0.0161
EMP012803,Hidroeléctrica,353.99,1110.22,665.86,0.5316
EMP012804,Solar,450.26,6557.3,2095.97,0.2148
EMP012805,Geotérmica,260.48,1170.75,1339.94,0.1944
EMP012805,Hidroeléctrica,471.8,4638.21,6494.46,0.0726
EMP012806,Hidroeléctrica,112.89,9799.43,1196.65,0.0943
EMP012806,Solar,677.62,12661.6,4790.6,0.1414
EMP012809,Hidroeléctrica,138.16,9310.49,4797.19,0.0288
EMP012811,Solar,412.56,3083.32,4050.79,0.1018
EMP012813,Solar,355.25,13522.07,7882.67,0.0451
EMP012814,Geotérmica,111.73,3782.54,848.1,0.1317
EMP012818,Geotérmica,90.55,2176.64,2735.85,0.0331
EMP012819,Eólica,98.35,6639.04,4582.73,0.0215
EMP012821,Biomasa,383.15,5445.09,3539.86,0.1082
EMP012822,Eólica,65.07,1142.44,3648.01,0.0178
EMP012827,Geotérmica,34.9,315.39,1461.4,0.0239
EMP012828,Eólica,210.54,3950.07,1837.6,0.1146
EMP012829,Hidroeléctrica,346.58,9793.61,436.31,0.7943
EMP012830,Geotérmica,455.52,4158.81,3952.01,0.1153
EMP012831,Geotérmica,17.59,4600.79,2146.27,0.0082
EMP012831,Solar,580.26,2799.98,1547.51,0.375
EMP012832,Eólica,375.0,7498.49,3305.97,0.1134
EMP012832,Solar,289.82,1623.67,500.67,0.5789
EMP012833,Biomasa,481.66,586.45,491.64,0.9797
EMP012833,Geotérmica,127.41,9438.65,2861.77,0.0445
EMP012833,Hidroeléctrica,231.31,5322.73,213.42,1.0838
EMP012835,Eólica,409.21,4897.65,880.1,0.465
EMP012835,Hidroeléctrica,338.09,2793.96,2786.41,0.1213
EMP012836,Solar,395.81,3461.86,2324.2,0.1703
EMP012838,Eólica,233.24,2658.24,4110.56,0.0567
EMP012838,Solar,263.28,3702.04,767.83,0.3429
EMP012840,Biomasa,225.39,15748.55,1249.62,0.1804
EMP012840,Geotérmica,488.0,9202.05,4419.21,0.1104
EMP012841,Biomasa,172.51,2921.95,2943.7,0.0586
EMP012842,Solar,259.45,2404.28,2204.09,0.1177
EMP012845,Biomasa,80.11,3250.52,2209.86,0.0363
EMP012845,Hidroeléctrica,15.27,7604.64,1575.67,0.0097
EMP012845,Solar,471.28,5033.88,3013.96,0.1564
EMP012846,Geotérmica,636.39,5185.78,1969.81,0.3231
EMP012847,Hidroeléctrica,496.23,4693.84,4900.7,0.1013
EMP012849,Geotérmica,83.2,2625.42,3415.81,0.0244
EMP012849,Solar,372.16,1290.08,2903.21,0.1282
EMP012850,Biomasa,332.31,3417.13,1097.39,0.3028
EMP012851,Hidroeléctrica,191.41,388.1,11.93,16.0444
EMP012852,Eólica,860.56,6386.03,3339.67,0.2577
EMP012853,Biomasa,466.8,2763.68,2945.15,0.1585
EMP012854,Hidroeléctrica,81.36,2034.52,3347.41,0.0243
EMP012855,Geotérmica,96.68,8764.58,4997.07,0.0193
EMP012858,Hidroeléctrica,21.76,7480.07,2196.84,0.0099
EMP012859,Solar,364.03,6359.42,4600.46,0.0791
EMP012863,Geotérmica,881.27,8835.19,6537.57,0.1348
EMP012867,Hidroeléctrica,264.01,3602.45,3575.74,0.0738
EMP012868,Biomasa,90.79,459.14,2212.57,0.041
EMP012869,Hidroeléctrica,494.43,3347.61,1097.15,0.4506
EMP012871,Eólica,284.02,648.05,1955.92,0.1452
EMP012872,Eólica,219.58,6694.86,1853.23,0.1185
EMP012873,Geotérmica,152.82,4708.76,3826.75,0.0399
EMP012873,Hidroeléctrica,285.8,4333.77,1356.76,0.2106
EMP012876,Solar,374.92,9095.87,2889.65,0.1297
EMP012877,Solar,298.04,492.95,4841.32,0.0616
EMP012878,Geotérmica,102.98,1525.2,2033.59,0.0506
EMP012879,Biomasa,114.71,2001.46,1460.11,0.0786
EMP012879,Eólica,256.47,6882.71,1917.21,0.1338
EMP012879,Hidroeléctrica,110.19,287.71,4031.45,0.0273
EMP012880,Biomasa,362.15,7492.69,1431.87,0.2529
EMP012882,Biomasa,14.51,960.04,354.25,0.041
EMP012882,Geotérmica,36.59,8506.58,4282.47,0.0085
EMP012882,Hidroeléctrica,493.64,9294.14,3809.08,0.1296
EMP012883,Eólica,286.85,2884.4,2724.8,0.1053
EMP012883,Solar,3.9,2967.61,171.0,0.0228
EMP012884,Eólica,300.59,2247.57,3693.15,0.0814
EMP012889,Biomasa,100.48,8415.25,1283.64,0.0783
EMP012889,Eólica,178.28,8266.67,2516.28,0.0709
EMP012890,Hidroeléctrica,458.62,1209.91,3250.98,0.1411
EMP012891,Biomasa,334.44,8302.78,4557.61,0.0734
EMP012891,Geotérmica,356.43,817.78,1226.76,0.2905
EMP012892,Eólica,991.88,15099.51,11662.19,0.0851
EMP012893,Biomasa,93.53,7770.18,3750.71,0.0249
EMP012893,Hidroeléctrica,448.7,4615.1,4894.56,0.0917
EMP012896,Biomasa,380.72,5052.03,1894.8,0.2009
EMP012896,Solar,445.72,3132.49,2165.41,0.2058
EMP012897,Biomasa,479.21,8219.02,1554.48,0.3083
EMP012898,Hidroeléctrica,255.24,3453.05,2726.15,0.0936
EMP012898,Solar,374.17,2107.29,2760.37,0.1356
EMP012899,Biomasa,10.44,8937.82,485.38,0.0215
EMP012899,Hidroeléctrica,652.02,15047.13,3300.85,0.1975
EMP012900,Hidroeléctrica,307.71,1785.53,2861.56,0.1075
EMP012900,Solar,277.49,6045.39,3322.18,0.0835
EMP012901,Biomasa,444.98,7129.49,785.44,0.5665
EMP012901,Hidroeléctrica,188.19,3553.87,2471.27,0.0762
EMP012902,Solar,348.93,1086.81,2598.38,0.1343
EMP012904,Biomasa,331.71,3553.32,4030.83,0.0823
EMP012905,Solar,182.57,9118.37,3157.66,0.0578
EMP012907,Biomasa,553.38,13487.1,2203.55,0.2511
EMP012907,Hidroeléctrica,300.79,6887.02,3622.41,0.083
EMP012908,Eólica,53.06,2231.04,1328.44,0.0399
EMP012910,Hidroeléctrica,495.71,5142.14,4858.68,0.102
EMP012912,Solar,66.23,5017.02,4693.02,0.0141
EMP012913,Geotérmica,363.48,3273.2,2257.92,0.161
EMP012914,Geotérmica,438.64,1679.68,3746.89,0.1171
EMP012915,Hidroeléctrica,309.68,7183.56,227.5,1.3612
EMP012917,Biomasa,167.87,1594.51,3217.13,0.0522
EMP012918,Biomasa,266.99,6946.82,3065.26,0.0871
EMP012920,Solar,264.42,1725.19,3260.72,0.0811
EMP012923,Hidroeléctrica,256.2,1186.59,3909.97,0.0655
EMP012923,Solar,386.61,3645.25,6823.68,0.0567
EMP012924,Solar,401.74,1802.32,1967.5,0.2042
EMP012925,Eólica,95.21,4819.12,3748.6,0.0254
EMP012927,Solar,452.76,9341.42,4291.19,0.1055
EMP012928,Biomasa,482.35,2517.63,1581.28,0.305
EMP012928,Solar,162.24,2851.8,379.55,0.4275
EMP012929,Eólica,199.27,6189.44,81.33,2.4501
EMP012932,Geotérmica,53.43,2794.18,1814.44,0.0294
EMP012932,Hidroeléctrica,348.8,9593.25,1264.53,0.2758
EMP012933,Biomasa,98.83,7092.59,4702.32,0.021
EMP012933,Eólica,309.1,3443.71,4457.1,0.0694
EMP012933,Solar,375.0,998.76,3423.69,0.1095
EMP012934,Eólica,301.57,1775.57,1534.42,0.1965
EMP012934,Hidroeléctrica,365.71,8674.06,3455.5,0.1058
EMP012936,Solar,246.82,797.92,4358.82,0.0566
EMP012937,Geotérmica,109.76,788.97,2901.75,0.0378
EMP012938,Hidroeléctrica,223.52,4230.31,2207.79,0.1012
EMP012939,Eólica,259.6,8431.08,1133.26,0.2291
EMP012939,Geotérmica,238.97,902.07,3407.68,0.0701
EMP012941,Biomasa,497.38,4013.46,3702.11,0.1344
EMP012943,Geotérmica,28.4,9373.63,4176.09,0.0068
EMP012944,Geotérmica,131.75,3935.7,4579.92,0.0288
EMP012947,Eólica,107.56,4981.76,191.32,0.5622
EMP012947,Geotérmica,594.18,4214.15,5426.99,0.1095
EMP012947,Solar,400.16,6168.76,3865.27,0.1035
EMP012948,Eólica,425.14,4434.67,4033.65,0.1054
EMP012948,Geotérmica,158.91,9722.86,720.1,0.2207
EMP012948,Solar,318.0,9201.46,2397.01,0.1327
EMP012949,Hidroeléctrica,378.91,5645.48,867.25,0.4369
EMP012949,Solar,386.64,7622.62,762.53,0.507
EMP012951,Biomasa,29.19,8837.53,2053.54,0.0142
EMP012952,Geotérmica,369.05,763.34,2250.45,0.164
EMP012953,Geotérmica,319.07,6090.68,2786.94,0.1145
EMP012954,Solar,81.3,1096.13,2697.84,0.0301
EMP012955,Biomasa,325.15,438.04,1053.91,0.3085
EMP012955,Geotérmica,305.38,2702.13,1266.14,0.2412
EMP012956,Hidroeléctrica,232.31,2549.13,3510.17,0.0662
EMP012957,Biomasa,281.56,2726.61,3035.12,0.0928
EMP012957,Eólica,113.64,3502.0,2977.28,0.0382
EMP012958,Geotérmica,163.01,2118.36,3598.83,0.0453
EMP012960,Solar,414.07,8820.75,5240.14,0.079
EMP012964,Geotérmica,345.42,6117.29,692.68,0.4987
EMP012965,Biomasa,338.22,493.21,937.24,0.3609
EMP012966,Geotérmica,270.97,8978.37,4606.52,0.0588
EMP012968,Hidroeléctrica,147.34,8449.06,4754.74,0.031
EMP012970,Eólica,253.51,899.67,316.33,0.8014
EMP012970,Hidroeléctrica,649.84,5878.37,4831.41,0.1345
EMP012970,Solar,54.78,8466.94,711.01,0.077
EMP012973,Geotérmica,459.81,4250.15,1364.85,0.3369
EMP012974,Hidroeléctrica,353.75,3565.32,3358.66,0.1053
EMP012975,Solar,126.29,3807.5,3696.21,0.0342
EMP012976,Eólica,47.77,6254.11,2571.97,0.0186
EMP012976,Hidroeléctrica,324.65,441.54,3070.59,0.1057
EMP012976,Solar,5.49,9354.96,352.78,0.0156
EMP012978,Eólica,277.34,9758.56,1157.49,0.2396
EMP012979,Geotérmica,408.9,8102.91,2251.08,0.1816
EMP012980,Hidroeléctrica,92.31,71.1,1385.55,0.0666
EMP012983,Hidroeléctrica,111.16,798.41,3763.98,0.0295
EMP012986,Biomasa,162.17,5860.17,2047.8,0.0792
EMP012986,Eólica,207.09,3119.6,4695.73,0.0441
EMP012987,Eólica,414.27,1792.07,3396.03,0.122
EMP012988,Solar,459.17,4712.56,2785.35,0.1649
EMP012989,Geotérmica,351.35,1959.24,3283.78,0.107
EMP012990,Biomasa,288.53,8702.3,936.98,0.3079
EMP012991,Biomasa,234.35,4779.03,2034.7,0.1152
EMP012991,Hidroeléctrica,276.56,8646.78,254.98,1.0846
EMP012991,Solar,101.84,6691.73,3594.19,0.0283
EMP012992,Biomasa,324.35,4000.99,3822.25,0.0849
EMP012994,Eólica,268.6,6375.45,113.54,2.3657
EMP012994,Solar,463.76,4188.94,1865.72,0.2486
EMP012995,Geotérmica,519.32,5981.76,6076.66,0.0855
EMP012998,Eólica,471.8,9138.22,2297.84,0.2053
EMP012999,Eólica,439.54,1965.36,2724.61,0.1613
EMP012999,Geotérmica,208.22,6450.3,6258.62,0.0333
EMP013000,Eólica,451.47,5303.09,693.18,0.6513
EMP013003,Biomasa,414.78,8326.43,3274.85,0.1267
EMP013004,Solar,333.03,5747.92,4498.05,0.074
EMP013005,Geotérmica,113.75,4760.19,2332.77,0.0488
EMP013006,Biomasa,490.93,7504.7,758.56,0.6472
EMP013006,Geotérmica,151.32,5949.81,3847.46,0.0393
EMP013006,Hidroeléctrica,61.87,5110.57,3613.95,0.0171
EMP013007,Biomasa,492.51,1392.04,3356.15,0.1467
EMP013007,Solar,169.55,362.08,4771.52,0.0355
EMP013009,Solar,388.68,9258.14,814.98,0.4769
EMP013010,Geotérmica,751.52,23459.6,11114.03,0.0676
EMP013012,Solar,137.69,77.32,2566.99,0.0536
EMP013014,Biomasa,494.79,2546.6,3282.43,0.1507
EMP013015,Hidroeléctrica,367.53,5196.35,5990.86,0.0613
EMP013016,Solar,48.07,1784.68,4329.39,0.0111
EMP013017,Eólica,293.02,1997.58,2315.5,0.1265
EMP013017,Hidroeléctrica,384.0,1226.22,4212.63,0.0912
EMP013018,Biomasa,365.6,2250.6,2653.93,0.1378
EMP013020,Hidroeléctrica,200.6,7336.3,3103.82,0.0646
EMP013020,Solar,410.16,7032.66,1683.37,0.2437
EMP013021,Hidroeléctrica,214.99,1603.56,899.42,0.239
EMP013023,Hidroeléctrica,475.13,5790.22,173.88,2.7325
EMP013023,Solar,193.35,8463.33,2413.0,0.0801
EMP013025,Solar,0.76,757.68,516.65,0.0015
EMP013026,Eólica,147.82,2482.32,627.6,0.2355
EMP013026,Geotérmica,105.73,9303.62,390.24,0.2709
EMP013029,Hidroeléctrica,404.52,2327.51,939.2,0.4307
EMP013030,Geotérmica,481.47,7729.7,4316.07,0.1116
EMP013032,Biomasa,365.82,6565.37,4180.33,0.0875
EMP013032,Geotérmica,330.35,6323.92,1147.72,0.2878
EMP013032,Hidroeléctrica,9.15,5247.92,2842.67,0.0032
EMP013032,Solar,136.41,3288.5,1687.01,0.0809
EMP013033,Hidroeléctrica,233.17,1572.97,1920.76,0.1214
EMP013038,Biomasa,297.3,1394.0,4167.82,0.0713
EMP013038,Eólica,263.74,6713.38,2377.85,0.1109
EMP013038,Hidroeléctrica,21.57,8379.36,4390.13,0.0049
EMP013040,Eólica,116.2,6208.46,2371.81,0.049
EMP013040,Geotérmica,198.06,9693.93,1866.32,0.1061
EMP013041,Geotérmica,342.23,9409.12,2991.88,0.1144
EMP013042,Geotérmica,141.32,5959.98,4670.96,0.0303
EMP013044,Geotérmica,256.1,7719.48,1603.6,0.1597
EMP013045,Eólica,178.62,2659.65,607.44,0.2941
EMP013045,Hidroeléctrica,120.2,6145.53,1095.35,0.1097
EMP013046,Eólica,77.6,2308.45,2354.62,0.033
EMP013046,Hidroeléctrica,193.02,3816.09,3816.75,0.0506
EMP013047,Hidroeléctrica,414.98,1959.14,2947.3,0.1408
EMP013048,Solar,170.82,6758.82,1481.89,0.1153
EMP013049,Biomasa,451.38,1920.43,4623.39,0.0976
EMP013051,Eólica,165.33,4554.47,3956.2,0.0418
EMP013052,Biomasa,348.01,7538.3,4902.17,0.071
EMP013053,Biomasa,79.57,9634.08,1445.65,0.055
EMP013056,Geotérmica,499.5,2639.07,4767.18,0.1048
EMP013057,Solar,109.82,8741.45,3935.19,0.0279
EMP013058,Eólica,422.8,2119.69,292.48,1.4456
EMP013058,Geotérmica,315.53,2201.22,340.34,0.9271
EMP013058,Hidroeléctrica,475.28,6443.38,2300.75,0.2066
EMP013060,Solar,193.45,3071.47,2373.58,0.0815
EMP013061,Biomasa,437.94,5984.76,3175.88,0.1379
EMP013061,Eólica,472.3,10338.19,5055.57,0.0934
EMP013061,Geotérmica,493.49,4441.19,301.15,1.6387
EMP013061,Hidroeléctrica,354.44,2746.94,1056.02,0.3356
EMP013062,Geotérmica,0.73,898.46,2154.63,3.0E-4
EMP013064,Biomasa,468.08,7388.1,3894.58,0.1202
EMP013064,Hidroeléctrica,359.3,7088.89,1806.42,0.1989
EMP013065,Eólica,434.68,8281.9,4199.76,0.1035
EMP013065,Geotérmica,85.36,7875.86,1392.58,0.0613
EMP013067,Biomasa,391.1,5913.21,4448.07,0.0879
EMP013068,Biomasa,226.58,12495.99,3513.13,0.0645
EMP013068,Eólica,411.0,4569.33,2730.62,0.1505
EMP013068,Solar,386.67,5732.0,3475.17,0.1113
EMP013070,Solar,161.0,6383.44,3791.05,0.0425
EMP013071,Biomasa,249.75,427.06,3743.25,0.0667
